cid;grupo_cid;descricao_grupo
V88.3;V01-Y98;Causas externas
V88.4;V01-Y98;Causas externas
V88.5;V01-Y98;Causas externas
V88.6;V01-Y98;Causas externas
V88.7;V01-Y98;Causas externas
V88.8;V01-Y98;Causas externas
V88.9;V01-Y98;Causas externas
V89;V01-Y98;Causas externas
V89.0;V01-Y98;Causas externas
V89.1;V01-Y98;Causas externas
V89.2;V01-Y98;Causas externas
V89.3;V01-Y98;Causas externas
V89.4;V01-Y98;Causas externas
V89.5;V01-Y98;Causas externas
V89.6;V01-Y98;Causas externas
V89.7;V01-Y98;Causas externas
V89.8;V01-Y98;Causas externas
V89.9;V01-Y98;Causas externas
V90;V01-Y98;Causas externas
V90.0;V01-Y98;Causas externas
V90.1;V01-Y98;Causas externas
V90.2;V01-Y98;Causas externas
V90.3;V01-Y98;Causas externas
V90.4;V01-Y98;Causas externas
V90.5;V01-Y98;Causas externas
V90.6;V01-Y98;Causas externas
V90.7;V01-Y98;Causas externas
V90.8;V01-Y98;Causas externas
V90.9;V01-Y98;Causas externas
V91;V01-Y98;Causas externas
V91.0;V01-Y98;Causas externas
V91.1;V01-Y98;Causas externas
V91.2;V01-Y98;Causas externas
V91.3;V01-Y98;Causas externas
V91.4;V01-Y98;Causas externas
V91.5;V01-Y98;Causas externas
V91.6;V01-Y98;Causas externas
V91.7;V01-Y98;Causas externas
V91.8;V01-Y98;Causas externas
V91.9;V01-Y98;Causas externas
V92;V01-Y98;Causas externas
V92.0;V01-Y98;Causas externas
V92.1;V01-Y98;Causas externas
V92.2;V01-Y98;Causas externas
V92.3;V01-Y98;Causas externas
V92.4;V01-Y98;Causas externas
V92.5;V01-Y98;Causas externas
V92.6;V01-Y98;Causas externas
V92.7;V01-Y98;Causas externas
V92.8;V01-Y98;Causas externas
V92.9;V01-Y98;Causas externas
V93;V01-Y98;Causas externas
V93.0;V01-Y98;Causas externas
V93.1;V01-Y98;Causas externas
V93.2;V01-Y98;Causas externas
V93.3;V01-Y98;Causas externas
V93.4;V01-Y98;Causas externas
V93.5;V01-Y98;Causas externas
V93.6;V01-Y98;Causas externas
V93.7;V01-Y98;Causas externas
V93.8;V01-Y98;Causas externas
V93.9;V01-Y98;Causas externas
V94;V01-Y98;Causas externas
V94.0;V01-Y98;Causas externas
V94.1;V01-Y98;Causas externas
V94.2;V01-Y98;Causas externas
V94.3;V01-Y98;Causas externas
V94.4;V01-Y98;Causas externas
V94.5;V01-Y98;Causas externas
V94.6;V01-Y98;Causas externas
V94.7;V01-Y98;Causas externas
V94.8;V01-Y98;Causas externas
V94.9;V01-Y98;Causas externas
V95;V01-Y98;Causas externas
V95.0;V01-Y98;Causas externas
V95.1;V01-Y98;Causas externas
V95.2;V01-Y98;Causas externas
V95.3;V01-Y98;Causas externas
V95.4;V01-Y98;Causas externas
V95.5;V01-Y98;Causas externas
V95.6;V01-Y98;Causas externas
V95.7;V01-Y98;Causas externas
V95.8;V01-Y98;Causas externas
V95.9;V01-Y98;Causas externas
V96;V01-Y98;Causas externas
V96.0;V01-Y98;Causas externas
V96.1;V01-Y98;Causas externas
V96.2;V01-Y98;Causas externas
V96.3;V01-Y98;Causas externas
V96.4;V01-Y98;Causas externas
V96.5;V01-Y98;Causas externas
V96.6;V01-Y98;Causas externas
V96.7;V01-Y98;Causas externas
V96.8;V01-Y98;Causas externas
V96.9;V01-Y98;Causas externas
V97;V01-Y98;Causas externas
V97.0;V01-Y98;Causas externas
V97.1;V01-Y98;Causas externas
V97.2;V01-Y98;Causas externas
V97.3;V01-Y98;Causas externas
V97.4;V01-Y98;Causas externas
V97.5;V01-Y98;Causas externas
V97.6;V01-Y98;Causas externas
V97.7;V01-Y98;Causas externas
V97.8;V01-Y98;Causas externas
V97.9;V01-Y98;Causas externas
V98;V01-Y98;Causas externas
V98.0;V01-Y98;Causas externas
V98.1;V01-Y98;Causas externas
V98.2;V01-Y98;Causas externas
V98.3;V01-Y98;Causas externas
V98.4;V01-Y98;Causas externas
V98.5;V01-Y98;Causas externas
V98.6;V01-Y98;Causas externas
V98.7;V01-Y98;Causas externas
V98.8;V01-Y98;Causas externas
V98.9;V01-Y98;Causas externas
V99;V01-Y98;Causas externas
V99.0;V01-Y98;Causas externas
V99.1;V01-Y98;Causas externas
V99.2;V01-Y98;Causas externas
V99.3;V01-Y98;Causas externas
V99.4;V01-Y98;Causas externas
V99.5;V01-Y98;Causas externas
V99.6;V01-Y98;Causas externas
V99.7;V01-Y98;Causas externas
V99.8;V01-Y98;Causas externas
V99.9;V01-Y98;Causas externas
W00;V01-Y98;Causas externas
W00.0;V01-Y98;Causas externas
W00.1;V01-Y98;Causas externas
W00.2;V01-Y98;Causas externas
W00.3;V01-Y98;Causas externas
W00.4;V01-Y98;Causas externas
W00.5;V01-Y98;Causas externas
W00.6;V01-Y98;Causas externas
W00.7;V01-Y98;Causas externas
W00.8;V01-Y98;Causas externas
W00.9;V01-Y98;Causas externas
W01;V01-Y98;Causas externas
W01.0;V01-Y98;Causas externas
W01.1;V01-Y98;Causas externas
W01.2;V01-Y98;Causas externas
W01.3;V01-Y98;Causas externas
W01.4;V01-Y98;Causas externas
W01.5;V01-Y98;Causas externas
W01.6;V01-Y98;Causas externas
W01.7;V01-Y98;Causas externas
W01.8;V01-Y98;Causas externas
W01.9;V01-Y98;Causas externas
W02;V01-Y98;Causas externas
W02.0;V01-Y98;Causas externas
W02.1;V01-Y98;Causas externas
W02.2;V01-Y98;Causas externas
W02.3;V01-Y98;Causas externas
W02.4;V01-Y98;Causas externas
W02.5;V01-Y98;Causas externas
W02.6;V01-Y98;Causas externas
W02.7;V01-Y98;Causas externas
W02.8;V01-Y98;Causas externas
W02.9;V01-Y98;Causas externas
W03;V01-Y98;Causas externas
W03.0;V01-Y98;Causas externas
W03.1;V01-Y98;Causas externas
W03.2;V01-Y98;Causas externas
W03.3;V01-Y98;Causas externas
W03.4;V01-Y98;Causas externas
W03.5;V01-Y98;Causas externas
W03.6;V01-Y98;Causas externas
W03.7;V01-Y98;Causas externas
W03.8;V01-Y98;Causas externas
W03.9;V01-Y98;Causas externas
W04;V01-Y98;Causas externas
W04.0;V01-Y98;Causas externas
W04.1;V01-Y98;Causas externas
W04.2;V01-Y98;Causas externas
W04.3;V01-Y98;Causas externas
W04.4;V01-Y98;Causas externas
W04.5;V01-Y98;Causas externas
W04.6;V01-Y98;Causas externas
W04.7;V01-Y98;Causas externas
W04.8;V01-Y98;Causas externas
W04.9;V01-Y98;Causas externas
W05;V01-Y98;Causas externas
W05.0;V01-Y98;Causas externas
W05.1;V01-Y98;Causas externas
W05.2;V01-Y98;Causas externas
W05.3;V01-Y98;Causas externas
W05.4;V01-Y98;Causas externas
W05.5;V01-Y98;Causas externas
W05.6;V01-Y98;Causas externas
W05.7;V01-Y98;Causas externas
W05.8;V01-Y98;Causas externas
W05.9;V01-Y98;Causas externas
W06;V01-Y98;Causas externas
W06.0;V01-Y98;Causas externas
W06.1;V01-Y98;Causas externas
W06.2;V01-Y98;Causas externas
W06.3;V01-Y98;Causas externas
W06.4;V01-Y98;Causas externas
W06.5;V01-Y98;Causas externas
W06.6;V01-Y98;Causas externas
W06.7;V01-Y98;Causas externas
W06.8;V01-Y98;Causas externas
W06.9;V01-Y98;Causas externas
W07;V01-Y98;Causas externas
W07.0;V01-Y98;Causas externas
W07.1;V01-Y98;Causas externas
W07.2;V01-Y98;Causas externas
W07.3;V01-Y98;Causas externas
W07.4;V01-Y98;Causas externas
W07.5;V01-Y98;Causas externas
W07.6;V01-Y98;Causas externas
W07.7;V01-Y98;Causas externas
W07.8;V01-Y98;Causas externas
W07.9;V01-Y98;Causas externas
W08;V01-Y98;Causas externas
W08.0;V01-Y98;Causas externas
W08.1;V01-Y98;Causas externas
W08.2;V01-Y98;Causas externas
W08.3;V01-Y98;Causas externas
W08.4;V01-Y98;Causas externas
W08.5;V01-Y98;Causas externas
W08.6;V01-Y98;Causas externas
W08.7;V01-Y98;Causas externas
W08.8;V01-Y98;Causas externas
W08.9;V01-Y98;Causas externas
W09;V01-Y98;Causas externas
W09.0;V01-Y98;Causas externas
W09.1;V01-Y98;Causas externas
W09.2;V01-Y98;Causas externas
W09.3;V01-Y98;Causas externas
W09.4;V01-Y98;Causas externas
W09.5;V01-Y98;Causas externas
W09.6;V01-Y98;Causas externas
W09.7;V01-Y98;Causas externas
W09.8;V01-Y98;Causas externas
W09.9;V01-Y98;Causas externas
W10;V01-Y98;Causas externas
W10.0;V01-Y98;Causas externas
W10.1;V01-Y98;Causas externas
W10.2;V01-Y98;Causas externas
W10.3;V01-Y98;Causas externas
W10.4;V01-Y98;Causas externas
W10.5;V01-Y98;Causas externas
W10.6;V01-Y98;Causas externas
W10.7;V01-Y98;Causas externas
W10.8;V01-Y98;Causas externas
W10.9;V01-Y98;Causas externas
W11;V01-Y98;Causas externas
W11.0;V01-Y98;Causas externas
W11.1;V01-Y98;Causas externas
W11.2;V01-Y98;Causas externas
W11.3;V01-Y98;Causas externas
W11.4;V01-Y98;Causas externas
W11.5;V01-Y98;Causas externas
W11.6;V01-Y98;Causas externas
W11.7;V01-Y98;Causas externas
W11.8;V01-Y98;Causas externas
W11.9;V01-Y98;Causas externas
W12;V01-Y98;Causas externas
W12.0;V01-Y98;Causas externas
W12.1;V01-Y98;Causas externas
W12.2;V01-Y98;Causas externas
W12.3;V01-Y98;Causas externas
W12.4;V01-Y98;Causas externas
W12.5;V01-Y98;Causas externas
W12.6;V01-Y98;Causas externas
W12.7;V01-Y98;Causas externas
W12.8;V01-Y98;Causas externas
W12.9;V01-Y98;Causas externas
W13;V01-Y98;Causas externas
W13.0;V01-Y98;Causas externas
W13.1;V01-Y98;Causas externas
W13.2;V01-Y98;Causas externas
W13.3;V01-Y98;Causas externas
W13.4;V01-Y98;Causas externas
W13.5;V01-Y98;Causas externas
W13.6;V01-Y98;Causas externas
W13.7;V01-Y98;Causas externas
W13.8;V01-Y98;Causas externas
W13.9;V01-Y98;Causas externas
W14;V01-Y98;Causas externas
W14.0;V01-Y98;Causas externas
W14.1;V01-Y98;Causas externas
W14.2;V01-Y98;Causas externas
W14.3;V01-Y98;Causas externas
W14.4;V01-Y98;Causas externas
W14.5;V01-Y98;Causas externas
W14.6;V01-Y98;Causas externas
W14.7;V01-Y98;Causas externas
W14.8;V01-Y98;Causas externas
W14.9;V01-Y98;Causas externas
W15;V01-Y98;Causas externas
W15.0;V01-Y98;Causas externas
W15.1;V01-Y98;Causas externas
W15.2;V01-Y98;Causas externas
W15.3;V01-Y98;Causas externas
W15.4;V01-Y98;Causas externas
W15.5;V01-Y98;Causas externas
W15.6;V01-Y98;Causas externas
W15.7;V01-Y98;Causas externas
W15.8;V01-Y98;Causas externas
W15.9;V01-Y98;Causas externas
W16;V01-Y98;Causas externas
W16.0;V01-Y98;Causas externas
W16.1;V01-Y98;Causas externas
W16.2;V01-Y98;Causas externas
W16.3;V01-Y98;Causas externas
W16.4;V01-Y98;Causas externas
W16.5;V01-Y98;Causas externas
W16.6;V01-Y98;Causas externas
W16.7;V01-Y98;Causas externas
W16.8;V01-Y98;Causas externas
W16.9;V01-Y98;Causas externas
W17;V01-Y98;Causas externas
W17.0;V01-Y98;Causas externas
W17.1;V01-Y98;Causas externas
W17.2;V01-Y98;Causas externas
W17.3;V01-Y98;Causas externas
W17.4;V01-Y98;Causas externas
W17.5;V01-Y98;Causas externas
W17.6;V01-Y98;Causas externas
W17.7;V01-Y98;Causas externas
W17.8;V01-Y98;Causas externas
W17.9;V01-Y98;Causas externas
W18;V01-Y98;Causas externas
W18.0;V01-Y98;Causas externas
W18.1;V01-Y98;Causas externas
W18.2;V01-Y98;Causas externas
W18.3;V01-Y98;Causas externas
W18.4;V01-Y98;Causas externas
W18.5;V01-Y98;Causas externas
W18.6;V01-Y98;Causas externas
W18.7;V01-Y98;Causas externas
W18.8;V01-Y98;Causas externas
W18.9;V01-Y98;Causas externas
W19;V01-Y98;Causas externas
W19.0;V01-Y98;Causas externas
W19.1;V01-Y98;Causas externas
W19.2;V01-Y98;Causas externas
W19.3;V01-Y98;Causas externas
W19.4;V01-Y98;Causas externas
W19.5;V01-Y98;Causas externas
W19.6;V01-Y98;Causas externas
W19.7;V01-Y98;Causas externas
W19.8;V01-Y98;Causas externas
W19.9;V01-Y98;Causas externas
W20;V01-Y98;Causas externas
W20.0;V01-Y98;Causas externas
W20.1;V01-Y98;Causas externas
W20.2;V01-Y98;Causas externas
W20.3;V01-Y98;Causas externas
W20.4;V01-Y98;Causas externas
W20.5;V01-Y98;Causas externas
W20.6;V01-Y98;Causas externas
W20.7;V01-Y98;Causas externas
W20.8;V01-Y98;Causas externas
W20.9;V01-Y98;Causas externas
W21;V01-Y98;Causas externas
W21.0;V01-Y98;Causas externas
W21.1;V01-Y98;Causas externas
W21.2;V01-Y98;Causas externas
W21.3;V01-Y98;Causas externas
W21.4;V01-Y98;Causas externas
W21.5;V01-Y98;Causas externas
W21.6;V01-Y98;Causas externas
W21.7;V01-Y98;Causas externas
W21.8;V01-Y98;Causas externas
W21.9;V01-Y98;Causas externas
W22;V01-Y98;Causas externas
W22.0;V01-Y98;Causas externas
W22.1;V01-Y98;Causas externas
W22.2;V01-Y98;Causas externas
W22.3;V01-Y98;Causas externas
W22.4;V01-Y98;Causas externas
W22.5;V01-Y98;Causas externas
W22.6;V01-Y98;Causas externas
W22.7;V01-Y98;Causas externas
W22.8;V01-Y98;Causas externas
W22.9;V01-Y98;Causas externas
W23;V01-Y98;Causas externas
W23.0;V01-Y98;Causas externas
W23.1;V01-Y98;Causas externas
W23.2;V01-Y98;Causas externas
W23.3;V01-Y98;Causas externas
W23.4;V01-Y98;Causas externas
W23.5;V01-Y98;Causas externas
W23.6;V01-Y98;Causas externas
W23.7;V01-Y98;Causas externas
W23.8;V01-Y98;Causas externas
W23.9;V01-Y98;Causas externas
W24;V01-Y98;Causas externas
W24.0;V01-Y98;Causas externas
W24.1;V01-Y98;Causas externas
W24.2;V01-Y98;Causas externas
W24.3;V01-Y98;Causas externas
W24.4;V01-Y98;Causas externas
W24.5;V01-Y98;Causas externas
W24.6;V01-Y98;Causas externas
W24.7;V01-Y98;Causas externas
W24.8;V01-Y98;Causas externas
W24.9;V01-Y98;Causas externas
W25;V01-Y98;Causas externas
W25.0;V01-Y98;Causas externas
W25.1;V01-Y98;Causas externas
W25.2;V01-Y98;Causas externas
W25.3;V01-Y98;Causas externas
W25.4;V01-Y98;Causas externas
W25.5;V01-Y98;Causas externas
W25.6;V01-Y98;Causas externas
W25.7;V01-Y98;Causas externas
W25.8;V01-Y98;Causas externas
W25.9;V01-Y98;Causas externas
W26;V01-Y98;Causas externas
W26.0;V01-Y98;Causas externas
W26.1;V01-Y98;Causas externas
W26.2;V01-Y98;Causas externas
W26.3;V01-Y98;Causas externas
W26.4;V01-Y98;Causas externas
W26.5;V01-Y98;Causas externas
W26.6;V01-Y98;Causas externas
W26.7;V01-Y98;Causas externas
W26.8;V01-Y98;Causas externas
W26.9;V01-Y98;Causas externas
W27;V01-Y98;Causas externas
W27.0;V01-Y98;Causas externas
W27.1;V01-Y98;Causas externas
W27.2;V01-Y98;Causas externas
W27.3;V01-Y98;Causas externas
W27.4;V01-Y98;Causas externas
W27.5;V01-Y98;Causas externas
W27.6;V01-Y98;Causas externas
W27.7;V01-Y98;Causas externas
W27.8;V01-Y98;Causas externas
W27.9;V01-Y98;Causas externas
W28;V01-Y98;Causas externas
W28.0;V01-Y98;Causas externas
W28.1;V01-Y98;Causas externas
W28.2;V01-Y98;Causas externas
W28.3;V01-Y98;Causas externas
W28.4;V01-Y98;Causas externas
W28.5;V01-Y98;Causas externas
W28.6;V01-Y98;Causas externas
W28.7;V01-Y98;Causas externas
W28.8;V01-Y98;Causas externas
W28.9;V01-Y98;Causas externas
W29;V01-Y98;Causas externas
W29.0;V01-Y98;Causas externas
W29.1;V01-Y98;Causas externas
W29.2;V01-Y98;Causas externas
W29.3;V01-Y98;Causas externas
W29.4;V01-Y98;Causas externas
W29.5;V01-Y98;Causas externas
W29.6;V01-Y98;Causas externas
W29.7;V01-Y98;Causas externas
W29.8;V01-Y98;Causas externas
W29.9;V01-Y98;Causas externas
W30;V01-Y98;Causas externas
W30.0;V01-Y98;Causas externas
W30.1;V01-Y98;Causas externas
W30.2;V01-Y98;Causas externas
W30.3;V01-Y98;Causas externas
W30.4;V01-Y98;Causas externas
W30.5;V01-Y98;Causas externas
W30.6;V01-Y98;Causas externas
W30.7;V01-Y98;Causas externas
W30.8;V01-Y98;Causas externas
W30.9;V01-Y98;Causas externas
W31;V01-Y98;Causas externas
W31.0;V01-Y98;Causas externas
W31.1;V01-Y98;Causas externas
W31.2;V01-Y98;Causas externas
W31.3;V01-Y98;Causas externas
W31.4;V01-Y98;Causas externas
W31.5;V01-Y98;Causas externas
W31.6;V01-Y98;Causas externas
W31.7;V01-Y98;Causas externas
W31.8;V01-Y98;Causas externas
W31.9;V01-Y98;Causas externas
W32;V01-Y98;Causas externas
W32.0;V01-Y98;Causas externas
W32.1;V01-Y98;Causas externas
W32.2;V01-Y98;Causas externas
W32.3;V01-Y98;Causas externas
W32.4;V01-Y98;Causas externas
W32.5;V01-Y98;Causas externas
W32.6;V01-Y98;Causas externas
W32.7;V01-Y98;Causas externas
W32.8;V01-Y98;Causas externas
W32.9;V01-Y98;Causas externas
W33;V01-Y98;Causas externas
W33.0;V01-Y98;Causas externas
W33.1;V01-Y98;Causas externas
W33.2;V01-Y98;Causas externas
W33.3;V01-Y98;Causas externas
W33.4;V01-Y98;Causas externas
W33.5;V01-Y98;Causas externas
W33.6;V01-Y98;Causas externas
W33.7;V01-Y98;Causas externas
W33.8;V01-Y98;Causas externas
W33.9;V01-Y98;Causas externas
W34;V01-Y98;Causas externas
W34.0;V01-Y98;Causas externas
W34.1;V01-Y98;Causas externas
W34.2;V01-Y98;Causas externas
W34.3;V01-Y98;Causas externas
W34.4;V01-Y98;Causas externas
W34.5;V01-Y98;Causas externas
W34.6;V01-Y98;Causas externas
W34.7;V01-Y98;Causas externas
W34.8;V01-Y98;Causas externas
W34.9;V01-Y98;Causas externas
W35;V01-Y98;Causas externas
W35.0;V01-Y98;Causas externas
W35.1;V01-Y98;Causas externas
W35.2;V01-Y98;Causas externas
W35.3;V01-Y98;Causas externas
W35.4;V01-Y98;Causas externas
W35.5;V01-Y98;Causas externas
W35.6;V01-Y98;Causas externas
W35.7;V01-Y98;Causas externas
W35.8;V01-Y98;Causas externas
W35.9;V01-Y98;Causas externas
W36;V01-Y98;Causas externas
W36.0;V01-Y98;Causas externas
W36.1;V01-Y98;Causas externas
W36.2;V01-Y98;Causas externas
W36.3;V01-Y98;Causas externas
W36.4;V01-Y98;Causas externas
W36.5;V01-Y98;Causas externas
W36.6;V01-Y98;Causas externas
W36.7;V01-Y98;Causas externas
W36.8;V01-Y98;Causas externas
W36.9;V01-Y98;Causas externas
W37;V01-Y98;Causas externas
W37.0;V01-Y98;Causas externas
W37.1;V01-Y98;Causas externas
W37.2;V01-Y98;Causas externas
W37.3;V01-Y98;Causas externas
W37.4;V01-Y98;Causas externas
W37.5;V01-Y98;Causas externas
W37.6;V01-Y98;Causas externas
W37.7;V01-Y98;Causas externas
W37.8;V01-Y98;Causas externas
W37.9;V01-Y98;Causas externas
W38;V01-Y98;Causas externas
W38.0;V01-Y98;Causas externas
W38.1;V01-Y98;Causas externas
W38.2;V01-Y98;Causas externas
W38.3;V01-Y98;Causas externas
W38.4;V01-Y98;Causas externas
W38.5;V01-Y98;Causas externas
W38.6;V01-Y98;Causas externas
W38.7;V01-Y98;Causas externas
W38.8;V01-Y98;Causas externas
W38.9;V01-Y98;Causas externas
W39;V01-Y98;Causas externas
W39.0;V01-Y98;Causas externas
W39.1;V01-Y98;Causas externas
W39.2;V01-Y98;Causas externas
W39.3;V01-Y98;Causas externas
W39.4;V01-Y98;Causas externas
W39.5;V01-Y98;Causas externas
W39.6;V01-Y98;Causas externas
W39.7;V01-Y98;Causas externas
W39.8;V01-Y98;Causas externas
W39.9;V01-Y98;Causas externas
W40;V01-Y98;Causas externas
W40.0;V01-Y98;Causas externas
W40.1;V01-Y98;Causas externas
W40.2;V01-Y98;Causas externas
W40.3;V01-Y98;Causas externas
W40.4;V01-Y98;Causas externas
W40.5;V01-Y98;Causas externas
W40.6;V01-Y98;Causas externas
W40.7;V01-Y98;Causas externas
W40.8;V01-Y98;Causas externas
W40.9;V01-Y98;Causas externas
W41;V01-Y98;Causas externas
W41.0;V01-Y98;Causas externas
W41.1;V01-Y98;Causas externas
W41.2;V01-Y98;Causas externas
W41.3;V01-Y98;Causas externas
W41.4;V01-Y98;Causas externas
W41.5;V01-Y98;Causas externas
W41.6;V01-Y98;Causas externas
W41.7;V01-Y98;Causas externas
W41.8;V01-Y98;Causas externas
W41.9;V01-Y98;Causas externas
W42;V01-Y98;Causas externas
W42.0;V01-Y98;Causas externas
W42.1;V01-Y98;Causas externas
W42.2;V01-Y98;Causas externas
W42.3;V01-Y98;Causas externas
W42.4;V01-Y98;Causas externas
W42.5;V01-Y98;Causas externas
W42.6;V01-Y98;Causas externas
W42.7;V01-Y98;Causas externas
W42.8;V01-Y98;Causas externas
W42.9;V01-Y98;Causas externas
W43;V01-Y98;Causas externas
W43.0;V01-Y98;Causas externas
W43.1;V01-Y98;Causas externas
W43.2;V01-Y98;Causas externas
W43.3;V01-Y98;Causas externas
W43.4;V01-Y98;Causas externas
W43.5;V01-Y98;Causas externas
W43.6;V01-Y98;Causas externas
W43.7;V01-Y98;Causas externas
W43.8;V01-Y98;Causas externas
W43.9;V01-Y98;Causas externas
W44;V01-Y98;Causas externas
W44.0;V01-Y98;Causas externas
W44.1;V01-Y98;Causas externas
W44.2;V01-Y98;Causas externas
W44.3;V01-Y98;Causas externas
W44.4;V01-Y98;Causas externas
W44.5;V01-Y98;Causas externas
W44.6;V01-Y98;Causas externas
W44.7;V01-Y98;Causas externas
W44.8;V01-Y98;Causas externas
W44.9;V01-Y98;Causas externas
W45;V01-Y98;Causas externas
W45.0;V01-Y98;Causas externas
W45.1;V01-Y98;Causas externas
W45.2;V01-Y98;Causas externas
W45.3;V01-Y98;Causas externas
W45.4;V01-Y98;Causas externas
W45.5;V01-Y98;Causas externas
W45.6;V01-Y98;Causas externas
W45.7;V01-Y98;Causas externas
W45.8;V01-Y98;Causas externas
W45.9;V01-Y98;Causas externas
W46;V01-Y98;Causas externas
W46.0;V01-Y98;Causas externas
W46.1;V01-Y98;Causas externas
W46.2;V01-Y98;Causas externas
W46.3;V01-Y98;Causas externas
W46.4;V01-Y98;Causas externas
W46.5;V01-Y98;Causas externas
W46.6;V01-Y98;Causas externas
W46.7;V01-Y98;Causas externas
W46.8;V01-Y98;Causas externas
W46.9;V01-Y98;Causas externas
W47;V01-Y98;Causas externas
W47.0;V01-Y98;Causas externas
W47.1;V01-Y98;Causas externas
W47.2;V01-Y98;Causas externas
W47.3;V01-Y98;Causas externas
W47.4;V01-Y98;Causas externas
W47.5;V01-Y98;Causas externas
W47.6;V01-Y98;Causas externas
W47.7;V01-Y98;Causas externas
W47.8;V01-Y98;Causas externas
W47.9;V01-Y98;Causas externas
W48;V01-Y98;Causas externas
W48.0;V01-Y98;Causas externas
W48.1;V01-Y98;Causas externas
W48.2;V01-Y98;Causas externas
W48.3;V01-Y98;Causas externas
W48.4;V01-Y98;Causas externas
W48.5;V01-Y98;Causas externas
W48.6;V01-Y98;Causas externas
W48.7;V01-Y98;Causas externas
W48.8;V01-Y98;Causas externas
W48.9;V01-Y98;Causas externas
W49;V01-Y98;Causas externas
W49.0;V01-Y98;Causas externas
W49.1;V01-Y98;Causas externas
W49.2;V01-Y98;Causas externas
W49.3;V01-Y98;Causas externas
W49.4;V01-Y98;Causas externas
W49.5;V01-Y98;Causas externas
W49.6;V01-Y98;Causas externas
W49.7;V01-Y98;Causas externas
W49.8;V01-Y98;Causas externas
W49.9;V01-Y98;Causas externas
W50;V01-Y98;Causas externas
W50.0;V01-Y98;Causas externas
W50.1;V01-Y98;Causas externas
W50.2;V01-Y98;Causas externas
W50.3;V01-Y98;Causas externas
W50.4;V01-Y98;Causas externas
W50.5;V01-Y98;Causas externas
W50.6;V01-Y98;Causas externas
W50.7;V01-Y98;Causas externas
W50.8;V01-Y98;Causas externas
W50.9;V01-Y98;Causas externas
W51;V01-Y98;Causas externas
W51.0;V01-Y98;Causas externas
W51.1;V01-Y98;Causas externas
W51.2;V01-Y98;Causas externas
W51.3;V01-Y98;Causas externas
W51.4;V01-Y98;Causas externas
W51.5;V01-Y98;Causas externas
W51.6;V01-Y98;Causas externas
W51.7;V01-Y98;Causas externas
W51.8;V01-Y98;Causas externas
W51.9;V01-Y98;Causas externas
W52;V01-Y98;Causas externas
W52.0;V01-Y98;Causas externas
W52.1;V01-Y98;Causas externas
W52.2;V01-Y98;Causas externas
W52.3;V01-Y98;Causas externas
W52.4;V01-Y98;Causas externas
W52.5;V01-Y98;Causas externas
W52.6;V01-Y98;Causas externas
W52.7;V01-Y98;Causas externas
W52.8;V01-Y98;Causas externas
W52.9;V01-Y98;Causas externas
W53;V01-Y98;Causas externas
W53.0;V01-Y98;Causas externas
W53.1;V01-Y98;Causas externas
W53.2;V01-Y98;Causas externas
W53.3;V01-Y98;Causas externas
W53.4;V01-Y98;Causas externas
W53.5;V01-Y98;Causas externas
W53.6;V01-Y98;Causas externas
W53.7;V01-Y98;Causas externas
W53.8;V01-Y98;Causas externas
W53.9;V01-Y98;Causas externas
W54;V01-Y98;Causas externas
W54.0;V01-Y98;Causas externas
W54.1;V01-Y98;Causas externas
W54.2;V01-Y98;Causas externas
W54.3;V01-Y98;Causas externas
W54.4;V01-Y98;Causas externas
W54.5;V01-Y98;Causas externas
W54.6;V01-Y98;Causas externas
W54.7;V01-Y98;Causas externas
W54.8;V01-Y98;Causas externas
W54.9;V01-Y98;Causas externas
W55;V01-Y98;Causas externas
W55.0;V01-Y98;Causas externas
W55.1;V01-Y98;Causas externas
W55.2;V01-Y98;Causas externas
W55.3;V01-Y98;Causas externas
W55.4;V01-Y98;Causas externas
W55.5;V01-Y98;Causas externas
W55.6;V01-Y98;Causas externas
W55.7;V01-Y98;Causas externas
W55.8;V01-Y98;Causas externas
W55.9;V01-Y98;Causas externas
W56;V01-Y98;Causas externas
W56.0;V01-Y98;Causas externas
W56.1;V01-Y98;Causas externas
W56.2;V01-Y98;Causas externas
W56.3;V01-Y98;Causas externas
W56.4;V01-Y98;Causas externas
W56.5;V01-Y98;Causas externas
W56.6;V01-Y98;Causas externas
W56.7;V01-Y98;Causas externas
W56.8;V01-Y98;Causas externas
W56.9;V01-Y98;Causas externas
W57;V01-Y98;Causas externas
W57.0;V01-Y98;Causas externas
W57.1;V01-Y98;Causas externas
W57.2;V01-Y98;Causas externas
W57.3;V01-Y98;Causas externas
W57.4;V01-Y98;Causas externas
W57.5;V01-Y98;Causas externas
W57.6;V01-Y98;Causas externas
W57.7;V01-Y98;Causas externas
W57.8;V01-Y98;Causas externas
W57.9;V01-Y98;Causas externas
W58;V01-Y98;Causas externas
W58.0;V01-Y98;Causas externas
W58.1;V01-Y98;Causas externas
W58.2;V01-Y98;Causas externas
W58.3;V01-Y98;Causas externas
W58.4;V01-Y98;Causas externas
W58.5;V01-Y98;Causas externas
W58.6;V01-Y98;Causas externas
W58.7;V01-Y98;Causas externas
W58.8;V01-Y98;Causas externas
W58.9;V01-Y98;Causas externas
W59;V01-Y98;Causas externas
W59.0;V01-Y98;Causas externas
W59.1;V01-Y98;Causas externas
W59.2;V01-Y98;Causas externas
W59.3;V01-Y98;Causas externas
W59.4;V01-Y98;Causas externas
W59.5;V01-Y98;Causas externas
